№,Province,District,Sub-District,Neighbourhood,Zip Code,tkgeo_country:idIso,geocotk:idIso
836,ADANA,YÜREĞİR,KARACAOĞLAN,ŞEHİTERKUTAKBAY MAH.,01260,TK,TK
837,ADANA,YÜREĞİR,KARACAOĞLAN,ULUBATLIHASAN MAH.,01260,TK,TK
838,ADANA,YÜREĞİR,KARŞIYAKA,AKDENİZ MAH.,01280,TK,TK
839,ADANA,YÜREĞİR,KARŞIYAKA,CUMHURİYET MAH.,01280,TK,TK
840,ADANA,YÜREĞİR,KARŞIYAKA,GÜNEŞLİ MAH.,01280,TK,TK
841,ADANA,YÜREĞİR,KAZIMKARABEKİR,KAZIMKARABEKİR MAH.,01230,TK,TK
842,ADANA,YÜREĞİR,KAZIMKARABEKİR,KIŞLA MAH.,01230,TK,TK
843,ADANA,YÜREĞİR,KAZIMKARABEKİR,KÖPRÜLÜ MAH.,01230,TK,TK
844,ADANA,YÜREĞİR,KERESTECİLER,19MAYIS MAH.,01316,TK,TK
845,ADANA,YÜREĞİR,KERESTECİLER,BAŞAK MAH.,01316,TK,TK
846,ADANA,YÜREĞİR,KERESTECİLER,GÜZELEVLER MAH.,01316,TK,TK
847,ADANA,YÜREĞİR,KERESTECİLER,KOZA MAH.,01316,TK,TK
848,ADANA,YÜREĞİR,KERESTECİLER,LEVENT MAH.,01316,TK,TK
849,ADANA,YÜREĞİR,KERESTECİLER,YENİDOĞAN MAH,01316,TK,TK
850,ADANA,YÜREĞİR,MERKEZKÖYLER,AKPINAR KÖYÜ,01415,TK,TK
851,ADANA,YÜREĞİR,MERKEZKÖYLER,BELÖREN KÖYÜ,01415,TK,TK
852,ADANA,YÜREĞİR,MERKEZKÖYLER,ÇATALPINAR KÖYÜ,01415,TK,TK
853,ADANA,YÜREĞİR,MERKEZKÖYLER,ÇELEMLİ KÖYÜ,01415,TK,TK
854,ADANA,YÜREĞİR,MERKEZKÖYLER,ÇORLU KÖYÜ,01415,TK,TK
855,ADANA,YÜREĞİR,MERKEZKÖYLER,GÜVELOĞLU KÖYÜ,01415,TK,TK
856,ADANA,YÜREĞİR,MERKEZKÖYLER,KAŞLICA KÖYÜ,01415,TK,TK
857,ADANA,YÜREĞİR,MERKEZKÖYLER,RANAKÖY KÖYÜ,01415,TK,TK
858,ADANA,YÜREĞİR,MERKEZKÖYLER,VAYVAYLI KÖYÜ,01415,TK,TK
859,ADANA,YÜREĞİR,PTTEVLERİ,DADALOĞLU MAH.,01240,TK,TK
860,ADANA,YÜREĞİR,PTTEVLERİ,KARACAOĞLAN MAH.,01240,TK,TK
861,ADANA,YÜREĞİR,PTTEVLERİ,PTTEVLERİ MAH.,01240,TK,TK
862,ADANA,YÜREĞİR,PTTEVLERİ,SELAHATTİNEYYUBİ MAH.,01240,TK,TK
863,ADANA,YÜREĞİR,PTTEVLERİ,SERİNEVLER MAH.,01240,TK,TK
864,ADANA,YÜREĞİR,PTTEVLERİ,TAHSİLLİ MAH.,01240,TK,TK
865,ADANA,YÜREĞİR,YAKAPINAR,BAKLALI KÖYÜ,01350,TK,TK
866,ADANA,YÜREĞİR,YAKAPINAR,ÇELEMLİ MAH.,01350,TK,TK
867,ADANA,YÜREĞİR,YAKAPINAR,ESKİMİSİS MAH.,01350,TK,TK
868,ADANA,YÜREĞİR,YAKAPINAR,YAKAPINAR MAH.,01350,TK,TK
869,ADANA,YÜREĞİR,YAKAPINAR,YAKAPINAR OSB,01350,TK,TK
870,ADANA,YÜREĞİR,YAMAÇLI,HAYDAROĞLU MAH.,01390,TK,TK
871,ADANA,YÜREĞİR,YAMAÇLI,SEYHAN MAH.,01390,TK,TK
872,ADANA,YÜREĞİR,YAMAÇLI,YAMAÇLI MAH.,01390,TK,TK
873,ADANA,YÜREĞİR,YAVUZLAR,AKINCILAR MAH.,01220,TK,TK
874,ADANA,YÜREĞİR,YAVUZLAR,SİNANPAŞA MAH.,01220,TK,TK
875,ADANA,YÜREĞİR,YAVUZLAR,YAVUZLAR MAH.,01220,TK,TK
876,ADIYAMAN,ADIYAMAN,AKPINAR,AKDERE KÖYÜ,02230,TK,TK
877,ADIYAMAN,ADIYAMAN,AKPINAR,AKYAZI KÖYÜ,02230,TK,TK
878,ADIYAMAN,ADIYAMAN,AKPINAR,BATTALHÜYÜK KÖYÜ,02230,TK,TK
879,ADIYAMAN,ADIYAMAN,AKPINAR,BEBEK KÖYÜ,02230,TK,TK
880,ADIYAMAN,ADIYAMAN,AKPINAR,ÇAMGAZİ KÖYÜ,02230,TK,TK
881,ADIYAMAN,ADIYAMAN,AKPINAR,DOYRAN KÖYÜ,02230,TK,TK
882,ADIYAMAN,ADIYAMAN,AKPINAR,DURAK KÖYÜ,02230,TK,TK
883,ADIYAMAN,ADIYAMAN,AKPINAR,EKİNCİ KÖYÜ,02230,TK,TK
884,ADIYAMAN,ADIYAMAN,AKPINAR,ELMACIK KÖYÜ,02230,TK,TK
885,ADIYAMAN,ADIYAMAN,AKPINAR,GÜMÜŞKAYA KÖYÜ,02230,TK,TK
886,ADIYAMAN,ADIYAMAN,AKPINAR,ILICAK KÖYÜ,02230,TK,TK
887,ADIYAMAN,ADIYAMAN,AKPINAR,KAYALI KÖYÜ,02230,TK,TK
888,ADIYAMAN,ADIYAMAN,AKPINAR,KIZILCAHÖYÜK KÖYÜ,02230,TK,TK
889,ADIYAMAN,ADIYAMAN,AKPINAR,KUYULU KÖYÜ,02230,TK,TK
890,ADIYAMAN,ADIYAMAN,AKPINAR,KÜLAFHÜYÜK KÖYÜ,02230,TK,TK
891,ADIYAMAN,ADIYAMAN,AKPINAR,MALPINARI KÖYÜ,02230,TK,TK
892,ADIYAMAN,ADIYAMAN,AKPINAR,MERKEZ MAH.,02230,TK,TK
893,ADIYAMAN,ADIYAMAN,AKPINAR,UĞURCA KÖYÜ,02230,TK,TK
894,ADIYAMAN,ADIYAMAN,AKPINAR,ÜÇDİREK KÖYÜ,02230,TK,TK
895,ADIYAMAN,ADIYAMAN,AKPINAR,YAYLADAMI KÖYÜ,02230,TK,TK
896,ADIYAMAN,ADIYAMAN,AKPINAR,YEŞİLOVA KÖYÜ,02230,TK,TK
897,ADIYAMAN,ADIYAMAN,ESKİSARAY,BAHÇELİEVLER MAH.,02100,TK,TK
898,ADIYAMAN,ADIYAMAN,ESKİSARAY,ESKİSARAY MAH.,02100,TK,TK
899,ADIYAMAN,ADIYAMAN,ESKİSARAY,HOCAÖMER MAH.,02100,TK,TK
900,ADIYAMAN,ADIYAMAN,ESKİSARAY,KAPCAMİ MAH.,02100,TK,TK
901,ADIYAMAN,ADIYAMAN,ESKİSARAY,MUSALLA MAH.,02100,TK,TK
902,ADIYAMAN,ADIYAMAN,ESKİSARAY,SIRATUT MAH.,02100,TK,TK
903,ADIYAMAN,ADIYAMAN,ESKİSARAY,VARLIK MAH.,02100,TK,TK
904,ADIYAMAN,ADIYAMAN,ESKİSARAY,YENİPINAR MAH.,02100,TK,TK
905,ADIYAMAN,ADIYAMAN,ESKİSARAY,YUNUSEMRE MAH.,02100,TK,TK
906,ADIYAMAN,ADIYAMAN,İMAMAĞA,BAHÇECİK MAH.,02200,TK,TK
907,ADIYAMAN,ADIYAMAN,İMAMAĞA,FATİH MAH.,02200,TK,TK
908,ADIYAMAN,ADIYAMAN,İMAMAĞA,İMAMAĞA MAH.,02200,TK,TK
909,ADIYAMAN,ADIYAMAN,İMAMAĞA,KAYALIK MAH.,02200,TK,TK
910,ADIYAMAN,ADIYAMAN,İMAMAĞA,MALAZGİRT MAH.,02200,TK,TK
911,ADIYAMAN,ADIYAMAN,İMAMAĞA,MEHMETAKİFERSOY MAH.,02200,TK,TK
912,ADIYAMAN,ADIYAMAN,İMAMAĞA,ÖRENLİ MAH.,02200,TK,TK
913,ADIYAMAN,ADIYAMAN,İMAMAĞA,SİTELER MAH.,02200,TK,TK
914,ADIYAMAN,ADIYAMAN,İMAMAĞA,TURGUTREİS MAH.,02200,TK,TK
915,ADIYAMAN,ADIYAMAN,İMAMAĞA,YEŞİLYURT MAH.,02200,TK,TK
916,ADIYAMAN,ADIYAMAN,KÖMÜR,BAHÇELİEVLER MAH.,02290,TK,TK
917,ADIYAMAN,ADIYAMAN,KÖMÜR,CUMHURİYET MAH.,02290,TK,TK
918,ADIYAMAN,ADIYAMAN,KÖMÜR,ESENCE MAH.,02290,TK,TK
919,ADIYAMAN,ADIYAMAN,KÖMÜR,GAZİ MAH.,02290,TK,TK
920,ADIYAMAN,ADIYAMAN,KÖMÜR,HASANKAN MAH.,02290,TK,TK
921,ADIYAMAN,ADIYAMAN,KÖMÜR,HÜRRİYET MAH.,02290,TK,TK
922,ADIYAMAN,ADIYAMAN,KÖMÜR,KÖMÜR KÖYÜ,02290,TK,TK
923,ADIYAMAN,ADIYAMAN,KÖMÜR,MUSTAFAYÜCELÖZBİLGİN MAH.,02290,TK,TK
924,ADIYAMAN,ADIYAMAN,KÖMÜR,SERİNTEPE MAH.,02290,TK,TK
925,ADIYAMAN,ADIYAMAN,KÖMÜR,YAKACIK MAH.,02290,TK,TK
926,ADIYAMAN,ADIYAMAN,KÖMÜR,YEŞİLYURT MAH.,02290,TK,TK
927,ADIYAMAN,ADIYAMAN,KUYUCAK,AĞAÇKONAK KÖYÜ,02240,TK,TK
928,ADIYAMAN,ADIYAMAN,KUYUCAK,BOĞAZÖZÜ KÖYÜ,02240,TK,TK
929,ADIYAMAN,ADIYAMAN,KUYUCAK,ÇAMLICA KÖYÜ,02240,TK,TK
930,ADIYAMAN,ADIYAMAN,KUYUCAK,DERİNSU KÖYÜ,02240,TK,TK
931,ADIYAMAN,ADIYAMAN,KUYUCAK,ESENCE KÖYÜ,02240,TK,TK
932,ADIYAMAN,ADIYAMAN,KUYUCAK,KAŞKÖY KÖYÜ,02240,TK,TK
933,ADIYAMAN,ADIYAMAN,KUYUCAK,KAYADİBİ KÖYÜ,02240,TK,TK
934,ADIYAMAN,ADIYAMAN,KUYUCAK,KAYATEPE KÖYÜ,02240,TK,TK
935,ADIYAMAN,ADIYAMAN,KUYUCAK,KOZAN KÖYÜ,02240,TK,TK
936,ADIYAMAN,ADIYAMAN,KUYUCAK,MERKEZ MAH.,02240,TK,TK
937,ADIYAMAN,ADIYAMAN,KUYUCAK,OLGUNLAR KÖYÜ,02240,TK,TK
938,ADIYAMAN,ADIYAMAN,KUYUCAK,ORMANİÇİ KÖYÜ,02240,TK,TK
939,ADIYAMAN,ADIYAMAN,KUYUCAK,PALANLI KÖYÜ,02240,TK,TK
940,ADIYAMAN,ADIYAMAN,KUYUCAK,PINARYAYLA KÖYÜ,02240,TK,TK
941,ADIYAMAN,ADIYAMAN,KUYUCAK,TAŞGEDİK KÖYÜ,02240,TK,TK
942,ADIYAMAN,ADIYAMAN,KUYUCAK,VARLIK KÖYÜ,02240,TK,TK
943,ADIYAMAN,ADIYAMAN,KUYUCAK,YEDİOLUK KÖYÜ,02240,TK,TK
944,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,AHMETHOCA KÖYÜ,02000,TK,TK
945,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,AKHİSAR KÖYÜ,02000,TK,TK
946,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,ALİBEY KÖYÜ,02000,TK,TK
947,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,ARDIÇOLUK KÖYÜ,02000,TK,TK
948,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,ATAKENT KÖYÜ,02000,TK,TK
949,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,ATAKÖY KÖYÜ,02000,TK,TK
950,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,AYDINLAR KÖYÜ,02000,TK,TK
951,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,BAĞDERE KÖYÜ,02000,TK,TK
952,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,BAŞPINAR KÖYÜ,02000,TK,TK
953,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,BOZTEPE KÖYÜ,02000,TK,TK
954,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,BÖRGENEK KÖYÜ,02000,TK,TK
955,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,BÜKLÜM KÖYÜ,02000,TK,TK
956,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,BÜYÜKKAVAKLI KÖYÜ,02000,TK,TK
957,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,BÜYÜKKIRIKLI KÖYÜ,02000,TK,TK
958,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,ÇAMYURDU KÖYÜ,02000,TK,TK
959,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,ÇAYIRLI KÖYÜ,02000,TK,TK
960,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,ÇEMBERLİTAŞ KÖYÜ,02000,TK,TK
961,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,DANDIRMAZ KÖYÜ,02000,TK,TK
962,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,DARDAĞAN KÖYÜ,02000,TK,TK
963,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,DAVUTHAN KÖYÜ,02000,TK,TK
964,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,DİŞBUDAK KÖYÜ,02000,TK,TK
965,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,DURUKAYNAK KÖYÜ,02000,TK,TK
966,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,DÜZCE KÖYÜ,02000,TK,TK
967,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,ESKİHÜSNÜMANSUR KÖYÜ,02000,TK,TK
968,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,GÖLPINAR KÖYÜ,02000,TK,TK
969,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,GÖZEBAŞI KÖYÜ,02000,TK,TK
970,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,GÖZTEPE KÖYÜ,02000,TK,TK
971,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,GÜNEŞLİ KÖYÜ,02000,TK,TK
972,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,GÜZELYURT KÖYÜ,02000,TK,TK
973,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,HASANCIK KÖYÜ,02000,TK,TK
974,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,HASANKENDİ KÖYÜ,02000,TK,TK
975,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,İNCEBAĞ KÖYÜ,02000,TK,TK
976,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,İNCELER KÖYÜ,02000,TK,TK
977,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,İNDERE KÖYÜ,02000,TK,TK
978,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,İPEKLİ KÖYÜ,02000,TK,TK
979,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,KARAAĞAÇ KÖYÜ,02000,TK,TK
980,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,KARAGÖL KÖYÜ,02000,TK,TK
981,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,KARAHÜYÜK KÖYÜ,02000,TK,TK
982,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,KAVAK KÖYÜ,02000,TK,TK
983,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,KAYACIK KÖYÜ,02000,TK,TK
984,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,KAYAÖNÜ KÖYÜ,02000,TK,TK
985,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,KEMERKAYA KÖYÜ,02000,TK,TK
986,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,KINDIRALİ KÖYÜ,02000,TK,TK
987,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,KIZILCAPINAR KÖYÜ,02000,TK,TK
988,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,KORUKÖY KÖYÜ,02000,TK,TK
989,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,KUŞTEPE KÖYÜ,02000,TK,TK
990,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,LOKMAN KÖYÜ,02000,TK,TK
991,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,OLUKLU KÖYÜ,02000,TK,TK
992,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,PAŞAMEZRASI KÖYÜ,02000,TK,TK
993,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,PAYAMLI KÖYÜ,02000,TK,TK
994,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,SARIHARMAN KÖYÜ,02000,TK,TK
995,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,SERHATLI KÖYÜ,02000,TK,TK
996,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,ŞEREFLİ KÖYÜ,02000,TK,TK
997,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,TAŞPINAR KÖYÜ,02000,TK,TK
998,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,TEKPINAR KÖYÜ,02000,TK,TK
999,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,TOPTEPE KÖYÜ,02000,TK,TK
1000,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,ULUBABA KÖYÜ,02000,TK,TK
1001,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,ULUDAM KÖYÜ,02000,TK,TK
1002,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,UZUNPINAR KÖYÜ,02000,TK,TK
1003,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,YARMAKAYA KÖYÜ,02000,TK,TK
1004,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,YENİCE KÖYÜ,02000,TK,TK
1005,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,YENİGÜVEN KÖYÜ,02000,TK,TK
1006,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,YENİKÖY KÖYÜ,02000,TK,TK
1007,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,YEŞİLTEPE KÖYÜ,02000,TK,TK
1008,ADIYAMAN,ADIYAMAN,MERKEZKÖYLER,ZİYARETPAYAMLI KÖYÜ,02000,TK,TK
1009,ADIYAMAN,ADIYAMAN,SÜMEREVLER,ALİTAŞI MAH.,02030,TK,TK
1010,ADIYAMAN,ADIYAMAN,SÜMEREVLER,MARA MAH.,02030,TK,TK
1011,ADIYAMAN,ADIYAMAN,SÜMEREVLER,SÜMEREVLER MAH.,02030,TK,TK
1012,ADIYAMAN,ADIYAMAN,SÜMEREVLER,ULUCAMİ MAH.,02030,TK,TK
1013,ADIYAMAN,ADIYAMAN,YAYLAKONAK,ÇATDERESİ MAH.,02270,TK,TK
1014,ADIYAMAN,ADIYAMAN,YAYLAKONAK,ÇİMENKE MAH.,02270,TK,TK
1015,ADIYAMAN,ADIYAMAN,YAYLAKONAK,İNCEKOZ MAH.,02270,TK,TK
1016,ADIYAMAN,ADIYAMAN,YAYLAKONAK,KARAÇALI MAH.,02270,TK,TK
1017,ADIYAMAN,ADIYAMAN,YAYLAKONAK,MERKEZ MAH.,02270,TK,TK
1018,ADIYAMAN,ADIYAMAN,YAYLAKONAK,YÜNLÜCE MAH.,02270,TK,TK
1019,ADIYAMAN,ADIYAMAN,YENİSANAYİ,ALTINŞEHİR MAH.,02040,TK,TK
1020,ADIYAMAN,ADIYAMAN,YENİSANAYİ,BARBAROSHAYRETTİN MAH.,02040,TK,TK
1021,ADIYAMAN,ADIYAMAN,YENİSANAYİ,CUMHURİYET MAH.,02040,TK,TK
1022,ADIYAMAN,ADIYAMAN,YENİSANAYİ,ESENTEPE MAH.,02040,TK,TK
1023,ADIYAMAN,ADIYAMAN,YENİSANAYİ,KARAPINAR MAH.,02040,TK,TK
1024,ADIYAMAN,ADIYAMAN,YENİSANAYİ,MİMARSİNAN MAH.,02040,TK,TK
1025,ADIYAMAN,ADIYAMAN,YENİSANAYİ,PETROL MAH.,02040,TK,TK
1026,ADIYAMAN,ADIYAMAN,YENİSANAYİ,PETROL OSB,02040,TK,TK
1027,ADIYAMAN,ADIYAMAN,YENİSANAYİ,YAVUZSELİM MAH.,02040,TK,TK
1028,ADIYAMAN,ADIYAMAN,YENİSANAYİ,YENİ MAH.,02040,TK,TK
1029,ADIYAMAN,ADIYAMAN,YENİSANAYİ,YENİSANAYİ MAH.,02040,TK,TK
1030,ADIYAMAN,BESNİ,BESNİ,AŞAĞISARHAN MAH.,02300,TK,TK
1031,ADIYAMAN,BESNİ,BESNİ,CİRİTMEYDAN MAH.,02300,TK,TK
1032,ADIYAMAN,BESNİ,BESNİ,ÇAT MAH.,02300,TK,TK
1033,ADIYAMAN,BESNİ,BESNİ,DUMLUPINAR MAH.,02300,TK,TK
1034,ADIYAMAN,BESNİ,BESNİ,ERDEMOĞLU MAH.,02300,TK,TK
1035,ADIYAMAN,BESNİ,BESNİ,KAYMAKAMHASANTÜTÜN MAH.,02300,TK,TK
1036,ADIYAMAN,BESNİ,BESNİ,KORUPINAR MAH.,02300,TK,TK
1037,ADIYAMAN,BESNİ,BESNİ,PINARBAŞI MAH.,02300,TK,TK
1038,ADIYAMAN,BESNİ,BESNİ,PINARBAŞI OSB,02300,TK,TK
1039,ADIYAMAN,BESNİ,BESNİ,YENİBESNİ MAH.,02300,TK,TK
1040,ADIYAMAN,BESNİ,BESNİ,YUKARISARHAN MAH.,02300,TK,TK
1041,ADIYAMAN,BESNİ,ÇAKIRHÜYÜK,ABIMISTIK MAH.,02320,TK,TK
1042,ADIYAMAN,BESNİ,ÇAKIRHÜYÜK,BOYBEYPINARI MAH.,02320,TK,TK
1043,ADIYAMAN,BESNİ,ÇAKIRHÜYÜK,KÖPRÜBAŞI MAH.,02320,TK,TK
1044,ADIYAMAN,BESNİ,ÇAKIRHÜYÜK,LEVZİN MAH.,02320,TK,TK
1045,ADIYAMAN,BESNİ,ÇAKIRHÜYÜK,YEŞİLOVA MAH.,02320,TK,TK
1046,ADIYAMAN,BESNİ,KESMETEPE,ATATÜRK MAH.,02346,TK,TK
1047,ADIYAMAN,BESNİ,KESMETEPE,ÇAKMAK MAH.,02346,TK,TK
1048,ADIYAMAN,BESNİ,KESMETEPE,FATİH MAH.,02346,TK,TK
1049,ADIYAMAN,BESNİ,KESMETEPE,İNCE MAH.,02346,TK,TK
1050,ADIYAMAN,BESNİ,KESMETEPE,İNÖNÜ MAH.,02346,TK,TK
1051,ADIYAMAN,BESNİ,KESMETEPE,TURGUTÖZAL MAH.,02346,TK,TK
1052,ADIYAMAN,BESNİ,KÖSECELİ,CUMHURİYET MAH.,02348,TK,TK
1053,ADIYAMAN,BESNİ,KÖSECELİ,HÜRRİYET MAH.,02348,TK,TK
1054,ADIYAMAN,BESNİ,KÖSECELİ,TETİRLİ MAH.,02348,TK,TK
1055,ADIYAMAN,BESNİ,MERKEZKÖYLER,AKDURAK KÖYÜ,02300,TK,TK
1056,ADIYAMAN,BESNİ,MERKEZKÖYLER,AKKUYU KÖYÜ,02300,TK,TK
1057,ADIYAMAN,BESNİ,MERKEZKÖYLER,AKPINAR KÖYÜ,02300,TK,TK
1058,ADIYAMAN,BESNİ,MERKEZKÖYLER,AKTEPE KÖYÜ,02300,TK,TK
1059,ADIYAMAN,BESNİ,MERKEZKÖYLER,AKYAZI KÖYÜ,02300,TK,TK
1060,ADIYAMAN,BESNİ,MERKEZKÖYLER,ALIÇLI KÖYÜ,02300,TK,TK
1061,ADIYAMAN,BESNİ,MERKEZKÖYLER,ALİŞAR KÖYÜ,02300,TK,TK
1062,ADIYAMAN,BESNİ,MERKEZKÖYLER,AŞAĞIÇÖPLÜ KÖYÜ,02300,TK,TK
1063,ADIYAMAN,BESNİ,MERKEZKÖYLER,AŞAĞISÖĞÜTLÜ KÖYÜ,02300,TK,TK
1064,ADIYAMAN,BESNİ,MERKEZKÖYLER,ATMALI KÖYÜ,02300,TK,TK
1065,ADIYAMAN,BESNİ,MERKEZKÖYLER,BAHRİ KÖYÜ,02300,TK,TK
1066,ADIYAMAN,BESNİ,MERKEZKÖYLER,BAŞLI KÖYÜ,02300,TK,TK
1067,ADIYAMAN,BESNİ,MERKEZKÖYLER,BEREKETLİ KÖYÜ,02300,TK,TK
1068,ADIYAMAN,BESNİ,MERKEZKÖYLER,BEŞKOZ KÖYÜ,02300,TK,TK
1069,ADIYAMAN,BESNİ,MERKEZKÖYLER,BEŞYOL KÖYÜ,02300,TK,TK
1070,ADIYAMAN,BESNİ,MERKEZKÖYLER,BONCUK KÖYÜ,02300,TK,TK
1071,ADIYAMAN,BESNİ,MERKEZKÖYLER,BURUNÇAYIR KÖYÜ,02300,TK,TK
1072,ADIYAMAN,BESNİ,MERKEZKÖYLER,ÇAMLICA KÖYÜ,02300,TK,TK
1073,ADIYAMAN,BESNİ,MERKEZKÖYLER,ÇAMUŞÇU KÖYÜ,02300,TK,TK
1074,ADIYAMAN,BESNİ,MERKEZKÖYLER,ÇAYKARA KÖYÜ,02300,TK,TK
1075,ADIYAMAN,BESNİ,MERKEZKÖYLER,ÇİLBOĞAZ KÖYÜ,02300,TK,TK
1076,ADIYAMAN,BESNİ,MERKEZKÖYLER,ÇOMAK KÖYÜ,02300,TK,TK
1077,ADIYAMAN,BESNİ,MERKEZKÖYLER,ÇORAK KÖYÜ,02300,TK,TK
1078,ADIYAMAN,BESNİ,MERKEZKÖYLER,DİKİLİTAŞ KÖYÜ,02300,TK,TK
1079,ADIYAMAN,BESNİ,MERKEZKÖYLER,DOĞANKAYA KÖYÜ,02300,TK,TK
1080,ADIYAMAN,BESNİ,MERKEZKÖYLER,DÖRTYOL KÖYÜ,02300,TK,TK
1081,ADIYAMAN,BESNİ,MERKEZKÖYLER,EĞERLİ KÖYÜ,02300,TK,TK
1082,ADIYAMAN,BESNİ,MERKEZKÖYLER,GEÇİTLİ KÖYÜ,02300,TK,TK
1083,ADIYAMAN,BESNİ,MERKEZKÖYLER,GÜMÜŞLÜ KÖYÜ,02300,TK,TK
1084,ADIYAMAN,BESNİ,MERKEZKÖYLER,GÜNEYKAŞ KÖYÜ,02300,TK,TK
1085,ADIYAMAN,BESNİ,MERKEZKÖYLER,GÜZELYURT KÖYÜ,02300,TK,TK
1086,ADIYAMAN,BESNİ,MERKEZKÖYLER,HACIHALİL KÖYÜ,02300,TK,TK
1087,ADIYAMAN,BESNİ,MERKEZKÖYLER,HARMANARDI KÖYÜ,02300,TK,TK
1088,ADIYAMAN,BESNİ,MERKEZKÖYLER,HASANLI KÖYÜ,02300,TK,TK
1089,ADIYAMAN,BESNİ,MERKEZKÖYLER,KARAGÜVEÇ KÖYÜ,02300,TK,TK
1090,ADIYAMAN,BESNİ,MERKEZKÖYLER,KARALAR KÖYÜ,02300,TK,TK
1091,ADIYAMAN,BESNİ,MERKEZKÖYLER,KARGALI KÖYÜ,02300,TK,TK
1092,ADIYAMAN,BESNİ,MERKEZKÖYLER,KESECİK KÖYÜ,02300,TK,TK
1093,ADIYAMAN,BESNİ,MERKEZKÖYLER,KIZILHİSAR KÖYÜ,02300,TK,TK
1094,ADIYAMAN,BESNİ,MERKEZKÖYLER,KIZILİN KÖYÜ,02300,TK,TK
1095,ADIYAMAN,BESNİ,MERKEZKÖYLER,KIZILKAYA KÖYÜ,02300,TK,TK
1096,ADIYAMAN,BESNİ,MERKEZKÖYLER,KIZILPINAR KÖYÜ,02300,TK,TK
1097,ADIYAMAN,BESNİ,MERKEZKÖYLER,KONUKLU KÖYÜ,02300,TK,TK
1098,ADIYAMAN,BESNİ,MERKEZKÖYLER,KURUGÖL KÖYÜ,02300,TK,TK
